LineId,Date,Time,time_zone,Level,Component,log_tag,Content,EventId,EventTemplate
292,2021-12-20,15:51:08.662,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /etc/oracle with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
293,2021-12-20,15:51:08.777,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /etc/oracle/ocr.loc.orig,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
294,2021-12-20,15:51:08.777,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /etc/oracle/olr.loc.orig,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
295,2021-12-20,15:51:08.779,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan1/trace with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
296,2021-12-20,15:51:08.869,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3 with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
297,2021-12-20,15:51:08.964,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3/lck/AM_1096102262_3454819329.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
298,2021-12-20,15:51:08.965,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3/lck/AM_1096102193_3488045378.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
299,2021-12-20,15:51:08.965,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3/lck/AM_3216668543_3129272988.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
300,2021-12-20,15:51:08.965,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3/lck/AM_1744845641_3861997533.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
301,2021-12-20,15:51:08.975,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2 with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
302,2021-12-20,15:51:09.062,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/lck/AM_1096102262_3454819329.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
303,2021-12-20,15:51:09.062,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/lck/AM_1096102193_3488045378.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
304,2021-12-20,15:51:09.063,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/lck/AM_3216668543_3129272988.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
305,2021-12-20,15:51:09.063,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/lck/AM_1744845641_3861997533.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
306,2021-12-20,15:51:09.069,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid/product/install with component :  INSTALL  lastInventory : null,5a1fc3ef,Directory to <*> <*>
307,2021-12-20,15:51:09.194,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/db_base/diag/clients/user_oradb/host_1524602613_110/trace with component :  DBCLIENT  lastInventory : null,5a1fc3ef,Directory to <*> <*>
308,2021-12-20,15:51:09.274,PST,INFO,26127-88,TFAInventoryManager,Could not find first time stamp for /scratch/u01/app/db_base/diag/clients/user_oradb/host_1524602613_110/trace/ora_16250_140388965248192.trc after bruteforce,e470a85b,Could not find first time stamp for <*>
309,2021-12-20,15:51:09.280,PST,INFO,26127-88,TFAInventoryManager,Could not find first time stamp for /scratch/u01/app/db_base/diag/clients/user_oradb/host_1524602613_110/trace/sqlnet.log after bruteforce,e470a85b,Could not find first time stamp for <*>
310,2021-12-20,15:51:09.283,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/cdump with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
311,2021-12-20,15:51:09.357,PST,INFO,26127-88,TFAInventoryManager,Not performing ignoreFiles and ignoreExtensions checks on this directory : /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/cdump because its collection policy is set to : noexclusions,9b3e8550,Not performing ignoreFiles and ignoreExtensions checks on this directory : <*><*><*><*><*><*><*><*><*>
312,2021-12-20,15:51:09.359,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/asmcmd/user_oradb/den00xrz/trace with component :  ASM  lastInventory : null,5a1fc3ef,Directory to <*> <*>
313,2021-12-20,15:51:09.436,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace with component :  ASM  lastInventory : null,5a1fc3ef,Directory to <*> <*>
314,2021-12-20,15:51:10.005,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener/trace with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
315,2021-12-20,15:51:10.097,PST,INFO,26127-88,TFAInventoryManager,"Directory to process: /scratch/u01/app/db/product/cfgtoollogs with component :  CFGTOOLS, ODAPATCHING  lastInventory : null",5a1fc3ef,Directory to <*> <*>
316,2021-12-20,15:51:10.185,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/db/product/cfgtoollogs/oui/InstallActions2021-12-20_03-33-58PM/installActions2021-12-20_03-33-58PM.err,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
317,2021-12-20,15:51:10.185,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/db/product/cfgtoollogs/oui/InstallActions2021-12-20_03-33-58PM/oraInstall2021-12-20_03-33-58PM.err,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
318,2021-12-20,15:51:10.222,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/db_base/diag/tnslsnr with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
319,2021-12-20,15:51:10.319,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/crsdata/den00xrz/evm with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
320,2021-12-20,15:51:10.401,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/crsdata/den00xrz/cvu with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
321,2021-12-20,15:51:10.525,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/crsdata/den00xrz/cvu/cvutrc/cvuhelper.log.0.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
322,2021-12-20,15:51:10.604,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/clients/user_oradb/host_1524602613_110/cdump with component :  DBCLIENT  lastInventory : null,5a1fc3ef,Directory to <*> <*>
323,2021-12-20,15:51:10.681,PST,INFO,26127-88,TFAInventoryManager,Not performing ignoreFiles and ignoreExtensions checks on this directory : /scratch/u01/app/grid_base/diag/clients/user_oradb/host_1524602613_110/cdump because its collection policy is set to : noexclusions,9b3e8550,Not performing ignoreFiles and ignoreExtensions checks on this directory : <*><*><*><*><*><*><*><*><*>
324,2021-12-20,15:51:10.684,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/cdump with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
325,2021-12-20,15:51:10.771,PST,INFO,26127-88,TFAInventoryManager,Not performing ignoreFiles and ignoreExtensions checks on this directory : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan2/cdump because its collection policy is set to : noexclusions,9b3e8550,Not performing ignoreFiles and ignoreExtensions checks on this directory : <*><*><*><*><*><*><*><*><*>
326,2021-12-20,15:51:10.773,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /ade/aime1_den00xrz/oracle/work with component :  RDBMS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
327,2021-12-20,15:51:12.238,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /ade/aime1_den00xrz/oracle/work/python.log,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
328,2021-12-20,15:51:12.258,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /ade/aime1_den00xrz/oracle/work/run_as_root.log,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
329,2021-12-20,15:51:12.271,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /ade/aime1_den00xrz/oracle/work/chmod.log,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
330,2021-12-20,15:51:13.110,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/crsdata/den00xrz/trace/chad with component :  CHA  lastInventory : null,5a1fc3ef,Directory to <*> <*>
331,2021-12-20,15:51:13.178,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/crsdata/den00xrz/trace/chad/ochad.trc.0.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
332,2021-12-20,15:51:13.183,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid/product/inventory/ContentsXML with component :  INSTALL  lastInventory : null,5a1fc3ef,Directory to <*> <*>
333,2021-12-20,15:51:13.304,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/crsdata/den00xrz/core with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
334,2021-12-20,15:51:13.380,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
335,2021-12-20,15:51:13.572,PST,INFO,26127-88,TFAInventoryManager,Could not find first time stamp for /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/acfsutil_2665.trc after bruteforce,e470a85b,Could not find first time stamp for <*>
336,2021-12-20,15:51:14.675,PST,INFO,26127-88,TFAInventoryManager,Could not find first time stamp for /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/acfsutil_2656.trc after bruteforce,e470a85b,Could not find first time stamp for <*>
337,2021-12-20,15:51:14.862,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
338,2021-12-20,15:51:14.952,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener/lck/AM_1096102262_3454819329.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
339,2021-12-20,15:51:14.953,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener/lck/AM_1096102193_3488045378.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
340,2021-12-20,15:51:14.953,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener/lck/AM_3216668543_3129272988.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
341,2021-12-20,15:51:14.953,PST,INFO,26127-88,TFAInventoryManager,Ignoring Non Existing or Zero Length File : /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener/lck/AM_1744845641_3861997533.lck,5aa3bf55,Ignoring Non Existing or Zero Length File : <*>
342,2021-12-20,15:51:14.958,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/cdump with component :  RDBMS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
343,2021-12-20,15:51:15.041,PST,INFO,26127-88,TFAInventoryManager,Not performing ignoreFiles and ignoreExtensions checks on this directory : /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/cdump because its collection policy is set to : noexclusions,9b3e8550,Not performing ignoreFiles and ignoreExtensions checks on this directory : <*><*><*><*><*><*><*><*><*>
344,2021-12-20,15:51:15.044,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/crsdata/den00xrz/crsdiag with component :  CRS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
345,2021-12-20,15:51:15.128,PST,INFO,26127-88,TFAInventoryManager,Directory to process: /scratch/u01/app/grid_base/diag/tnslsnr/den00xrz/listener_scan3/trace with component :  TNS  lastInventory : null,5a1fc3ef,Directory to <*> <*>
346,2021-12-20,15:51:15.223,PST,INFO,26127-88,TFAInventoryManager,Updating Inventory Status to COMPLETE and Action to COMPLETED,3e992f10,Updating Inventory Status to COMPLETE and Action to COMPLETED
347,2021-12-20,15:51:15.224,PST,INFO,26127-88,Action,"Action persisted : runinventory, Status : COMPLETE",0664b4ae,Action persisted : <*> Status : <*>
348,2021-12-20,15:51:15.225,PST,INFO,26127-88,InventoryRun,"Persisting InventoryRun Status : COMPLETE, Last run ended on : Mon Dec 20 15:51:15 PST 2021",1c88b48b,Persisting InventoryRun Status : <*> Last run <*> on : Mon Dec <*> <*>:<*>:<*> PST <*>
349,2021-12-20,15:51:15.225,PST,INFO,26127-88,TFAInventoryManager,Time taken to run Inventory in seconds : 17,7812b09b,Time taken to run Inventory in seconds : <*>
350,2021-12-20,15:51:18.554,PST,INFO,26127-122,MessageHandler,ERROR   TFA is not yet secured to run all commands  den00xrz:ddurefreshconfig:cron,24a0d96a,ERROR TFA is not yet secured to run all commands den<*>xrz:ddurefreshconfig:cron
351,2021-12-20,15:51:20.838,PST,INFO,26127-123,MessageHandler,ERROR   TFA is not yet secured to run all commands  den00xrz:ddurefreshconfig:cron,24a0d96a,ERROR TFA is not yet secured to run all commands den<*>xrz:ddurefreshconfig:cron
352,2021-12-20,15:51:28.574,PST,INFO,26127-105,TFADbUtlThread,Action readtfactldbutlschedule needs to be refreshed (initial task).,08f78d52,Action readtfactldbutlschedule needs to be refreshed (initial task).
353,2021-12-20,15:51:28.576,PST,INFO,26127-105,Action,"Action persisted : readtfactldbutlschedule, Status : REQUESTED",0664b4ae,Action persisted : <*> Status : <*>
354,2021-12-20,15:51:28.649,PST,INFO,26127-86,ActionHandler,Action to process - readtfactldbutlschedule,a083ea1a,Action to process - <*>
355,2021-12-20,15:51:28.740,PST,INFO,26127-86,Properties,"Properties, isTFAOnFARM() : false",381d7831,"Properties, isTFAOnFARM() : false"
356,2021-12-20,15:51:28.762,PST,INFO,26127-86,Action,"Action persisted : readtfactldbutlschedule, Status : COMPLETE",0664b4ae,Action persisted : <*> Status : <*>
357,2021-12-20,15:51:28.965,PST,INFO,26127-96,InstanceMonitor,InstanceMonitor restarting scanner:,c4840c58,InstanceMonitor restarting scanner:
358,2021-12-20,15:51:28.965,PST,INFO,26127-96,Action,Creating new Action : startrtscan,fd7417a8,Creating new Action : <*>
359,2021-12-20,15:51:28.969,PST,INFO,26127-96,Action,"Action persisted : startrtscan, Status : REQUESTED",0664b4ae,Action persisted : <*> Status : <*>
360,2021-12-20,15:51:30.764,PST,INFO,26127-86,ActionHandler,Action to process - startrtscan,a083ea1a,Action to process - <*>
361,2021-12-20,15:51:30.766,PST,INFO,26127-86,Action,"Action persisted : startrtscan, Status : RUNNING",0664b4ae,Action persisted : <*> Status : <*>
362,2021-12-20,15:51:30.767,PST,INFO,26127-125,TFAScanningMainRT,RT Scanner start - 2021/12/20 15:51:30,b6216a7d,RT <*> <*> - <*><*><*>
363,2021-12-20,15:51:30.768,PST,INFO,26127-125,TFAScanningMainRT,Added instance: orcl1 for /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log trc file,c1355402,Added instance: <*> for <*>
364,2021-12-20,15:51:30.768,PST,INFO,26127-125,TFAScanningMainRT,SCAN : File to process : /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log : orcl1,b7c9d478,SCAN : File to process : <*><*><*><*><*><*><*><*><*><*>
365,2021-12-20,15:51:30.774,PST,INFO,26127-86,Action,"Action persisted : startrtscan, Status : COMPLETE",0664b4ae,Action persisted : <*> Status : <*>
366,2021-12-20,15:51:30.777,PST,INFO,26127-125,DriverClassMT,Instance: orcl1 getting oracle home from exe,7a850649,Instance: <*> getting oracle home from exe
367,2021-12-20,15:51:30.778,PST,INFO,26127-125,DriverClassMT,Instance: orcl1 ohome: /scratch/u01/app/db/product adrbase: /scratch/u01/app/db_base adrhome: /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1,ee6b040d,Instance: <*> ohome: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*>
368,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,Added instance: ACFS-LOG for /scratch/u01/app/grid_base/crsdata/den00xrz/acfs/acfs.log.0 trc file,c1355402,Added instance: <*> for <*>
369,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,Not tailing alert log /scratch/u01/app/grid_base/crsdata/den00xrz/acfs/acfs.log.0 since instance ACFS-LOG is not running,4806f33a,Not tailing alert log <*>
370,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,Added instance: ACFS-EVENT for /scratch/u01/app/grid_base/crsdata/den00xrz/acfs/event.log.0 trc file,c1355402,Added instance: <*> for <*>
371,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,Not tailing alert log /scratch/u01/app/grid_base/crsdata/den00xrz/acfs/event.log.0 since instance ACFS-EVENT is not running,4806f33a,Not tailing alert log <*>
372,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,Added instance: +ASM1 for /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log trc file,c1355402,Added instance: <*> for <*>
373,2021-12-20,15:51:30.779,PST,INFO,26127-125,TFAScanningMainRT,SCAN : File to process : /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log : +ASM1,b7c9d478,SCAN : File to process : <*><*><*><*><*><*><*><*><*><*>
374,2021-12-20,15:51:30.780,PST,INFO,26127-125,DriverClassMT,Instance: +ASM1 getting oracle home from exe,7a850649,Instance: <*> getting oracle home from exe
375,2021-12-20,15:51:30.780,PST,INFO,26127-125,DriverClassMT,Instance: +ASM1 ohome: /scratch/u01/app/grid/product adrbase: /scratch/u01/app/grid_base adrhome: /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1,ee6b040d,Instance: <*> ohome: <*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*><*>
376,2021-12-20,15:51:30.782,PST,INFO,26127-126,DriverClassMT,Running in Real Time Tail Mode for :/scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log,9877190c,Running in Real Time Tail Mode for :<*><*><*><*><*><*><*><*><*><*>
377,2021-12-20,15:51:30.783,PST,INFO,26127-125,TFAScanningMainRT,Added instance: CRS-SCAN for /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/alert.log trc file,c1355402,Added instance: <*> for <*>
378,2021-12-20,15:51:30.783,PST,INFO,26127-125,TFAScanningMainRT,SCAN : File to process : /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/alert.log : CRS-SCAN,b7c9d478,SCAN : File to process : <*><*><*><*><*><*><*><*><*><*>
379,2021-12-20,15:51:30.783,PST,INFO,26127-127,DriverClassMT,Running in Real Time Tail Mode for :/scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log,9877190c,Running in Real Time Tail Mode for :<*><*><*><*><*><*><*><*><*><*>
380,2021-12-20,15:51:30.784,PST,INFO,26127-125,TFAScanningMainRT,Added instance: VAR-LOG-MESSAGES for /var/log/messages trc file,c1355402,Added instance: <*> for <*>
381,2021-12-20,15:51:30.784,PST,INFO,26127-128,DriverClassMT,Running in Real Time Tail Mode for :/scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/alert.log,9877190c,Running in Real Time Tail Mode for :<*><*><*><*><*><*><*><*><*><*>
382,2021-12-20,15:51:30.784,PST,INFO,26127-125,TFAScanningMainRT,Not tailing alert log /var/log/messages since instance VAR-LOG-MESSAGES is not running,4806f33a,Not tailing alert log <*>
383,2021-12-20,15:51:30.795,PST,INFO,26127-126,DriverClassMT,Scanning file /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log for the first time,c28a10b2,Scanning file <*><*><*><*><*><*><*><*><*><*>
384,2021-12-20,15:51:30.795,PST,INFO,26127-126,DriverClassMT,Starting check point - : 2021-12-20T23:36:11Z,57fb0805,Starting check point - : <*>
385,2021-12-20,15:51:30.795,PST,INFO,26127-126,DriverClassMT,"Scanning started for - /scratch/u01/app/db_base/diag/rdbms/orcl/orcl1/trace/alert_orcl1.log, In Mode : RT",a8c2c5f6,Scanning started for - <*><*><*><*><*><*><*><*><*><*>
386,2021-12-20,15:51:30.799,PST,INFO,26127-127,DriverClassMT,Scanning file /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log for the first time,c28a10b2,Scanning file <*><*><*><*><*><*><*><*><*><*>
387,2021-12-20,15:51:30.800,PST,INFO,26127-127,DriverClassMT,Starting check point - : 2021-12-20T23:25:57Z,57fb0805,Starting check point - : <*>
388,2021-12-20,15:51:30.800,PST,INFO,26127-128,DriverClassMT,Scanning file /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/alert.log for the first time,c28a10b2,Scanning file <*><*><*><*><*><*><*><*><*><*>
389,2021-12-20,15:51:30.800,PST,INFO,26127-128,DriverClassMT,Starting check point - : 2021-12-20T23:18:05.467Z,57fb0805,Starting check point - : <*>
390,2021-12-20,15:51:30.801,PST,INFO,26127-128,DriverClassMT,"Scanning started for - /scratch/u01/app/grid_base/diag/crs/den00xrz/crs/trace/alert.log, In Mode : RT",a8c2c5f6,Scanning started for - <*><*><*><*><*><*><*><*><*><*>
391,2021-12-20,15:51:30.811,PST,INFO,26127-127,DriverClassMT,"Scanning started for - /scratch/u01/app/grid_base/diag/asm/+asm/+ASM1/trace/alert_+ASM1.log, In Mode : RT",a8c2c5f6,Scanning started for - <*><*><*><*><*><*><*><*><*><*>
392,2021-12-20,15:51:30.912,PST,INFO,26127-126,DriverClassMT,Line Contains Release Version:Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production,22b5aa7a,Line Contains Release Version:Oracle Database <*>c Enterprise Edition Release <*>.<*>.<*>.<*>.<*> - Production
393,2021-12-20,15:51:30.913,PST,INFO,26127-126,DriverClassMT,"FileEntity Oracle Version:null, Oracle Ver from str:19.0.0.0.0",61b8e192,FileEntity Oracle <*> Oracle Ver from str:<*>.<*>.<*>.<*>.<*>
394,2021-12-20,15:51:30.914,PST,INFO,26127-126,DriverClassMT,"DriverClassMT oracleversion, reset date pattern orclver01.",4086a91a,"DriverClassMT oracleversion, reset date pattern orclver<*>."
395,2021-12-20,15:51:30.914,PST,INFO,26127-126,DriverClassMT,"DriverClassMT oracleversion fileEntityOracleVersion : null, fileEntityInstance : orcl1",7399fc51,DriverClassMT oracleversion fileEntityOracleVersion : <*> fileEntityInstance : <*>
396,2021-12-20,15:51:30.914,PST,INFO,26127-126,DriverClassMT,DriverClassMT oracleversion from alert log = 19.0.0.0.0,c1c4d0ba,DriverClassMT oracleversion from alert log = <*>.<*>.<*>.<*>.<*>
397,2021-12-20,15:51:30.914,PST,INFO,26127-126,DriverClassMT,"DriverClassMT oracleversion, database : orcl, instance : orcl1, component : RDBMS, category : ALERT, type : Alert Log - DB, oracleverion: 19.0.0.0.0",f4f9b67b,"DriverClassMT oracleversion, database : <*> instance : <*> component : <*> category : ALERT, type : Alert Log - <*> oracleverion: <*>.<*>.<*>.<*>.<*>"
398,2021-12-20,15:51:30.919,PST,INFO,26127-127,DriverClassMT,Line Contains Release Version:Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production,22b5aa7a,Line Contains Release Version:Oracle Database <*>c Enterprise Edition Release <*>.<*>.<*>.<*>.<*> - Production
399,2021-12-20,15:51:30.920,PST,INFO,26127-127,DriverClassMT,"FileEntity Oracle Version:null, Oracle Ver from str:19.0.0.0.0",61b8e192,FileEntity Oracle <*> Oracle Ver from str:<*>.<*>.<*>.<*>.<*>
400,2021-12-20,15:51:30.923,PST,INFO,26127-127,DriverClassMT,"DriverClassMT oracleversion, reset date pattern orclver01.",4086a91a,"DriverClassMT oracleversion, reset date pattern orclver<*>."
401,2021-12-20,15:51:30.923,PST,INFO,26127-127,DriverClassMT,"DriverClassMT oracleversion fileEntityOracleVersion : null, fileEntityInstance : +ASM1",7399fc51,DriverClassMT oracleversion fileEntityOracleVersion : <*> fileEntityInstance : <*>
402,2021-12-20,15:51:30.923,PST,INFO,26127-127,DriverClassMT,DriverClassMT oracleversion from alert log = 19.0.0.0.0,c1c4d0ba,DriverClassMT oracleversion from alert log = <*>.<*>.<*>.<*>.<*>
403,2021-12-20,15:51:30.923,PST,INFO,26127-127,DriverClassMT,"DriverClassMT oracleversion, database : , instance : +ASM1, component : ASM, category : ALERT, type : Alert Log - ASM, oracleverion: 19.0.0.0.0",f4f9b67b,"DriverClassMT oracleversion, database : <*> instance : <*> component : <*> category : ALERT, type : Alert Log - <*> oracleverion: <*>.<*>.<*>.<*>.<*>"
404,2021-12-20,15:51:30.936,PST,ERROR,26127-126,DriverClassMT,Exception while trying to search index : Empty Index Directory,9e2fba48,Exception while trying to search index : Empty Index Directory
405,at,oracle.rat.tfa.analysis.DriverClassMT.run(DriverClassMT.java:326),2021-12-20,15:51:31.031,PST,INFO,26127-129   TFAIndexerThread  Starting indexer thread for index,abebf1e6,<*>-<*> TFAIndexerThread Starting indexer thread for index
406,2021-12-20,15:51:31.032,PST,INFO,26127-129,TFAIndexerThread,Redo log file /opt/oracle.ahf/data/den00xrz/tfa/output/backup/indexRedo.log,a2cdcf95,Redo log file <*><*><*><*><*><*><*><*>
407,2021-12-20,15:51:31.032,PST,INFO,26127-129,TFAIndexerThread,Index location /opt/oracle.ahf/data/den00xrz/tfa/output/index,94f20de8,Index location <*><*><*><*><*><*><*>
408,2021-12-20,15:51:31.179,PST,INFO,26127-128,DriverClassMT,Instance termination/shutdown event received for the instance,65c94f3b,Instance termination<*>
409,2021-12-20,15:51:31.183,PST,INFO,26127-128,FloodControlManager,"Checking FC Event : CRS-5822, Component : CRS, Arg : null, Event Date : Mon Dec 20 15:27:33 PST 2021",c0328468,Checking FC Event : <*> Component : <*> Arg : <*> Event Date : Mon Dec <*> <*>:<*>:<*> PST <*>
